metric1,metric2,rank_difference,critical_difference,significant
gini,shannon,0.28571428571428825,17.214591234132712,False
gini,misclassification,2.4285714285714306,17.214591234132712,False
gini,renyi_0.5,0.42857142857142705,17.214591234132712,False
gini,renyi_2.0,13.214285714285715,17.214591234132712,False
gini,tsallis_0.5,0.2857142857142847,17.214591234132712,False
gini,tsallis_1.3,10.071428571428573,17.214591234132712,False
gini,tsallis_2.0,12.000000000000002,17.214591234132712,False
gini,norm_tsallis_1.3,9.428571428571429,17.214591234132712,False
gini,kumaraswamy,0.0,17.214591234132712,False
gini,cross_entropy,0.0,17.214591234132712,False
gini,kl_divergence,9.000000000000002,17.214591234132712,False
gini,js_divergence,10.000000000000002,17.214591234132712,False
gini,hellinger,11.500000000000002,17.214591234132712,False
gini,energy,3.7142857142857153,17.214591234132712,False
gini,polarization_3.5,16.5,17.214591234132712,False
gini,bregman_squared,7.500000000000002,17.214591234132712,False
gini,bregman_entropy,14.5,17.214591234132712,False
gini,itc,14.214285714285715,17.214591234132712,False
gini,itc_alpha1.3,17.857142857142858,17.214591234132712,True
gini,itc_alpha1.7,13.071428571428573,17.214591234132712,False
gini,shannon_polarization,13.214285714285715,17.214591234132712,False
gini,tsallis_hellinger,11.142857142857144,17.214591234132712,False
shannon,misclassification,2.1428571428571423,17.214591234132712,False
shannon,renyi_0.5,0.7142857142857153,17.214591234132712,False
shannon,renyi_2.0,12.928571428571427,17.214591234132712,False
shannon,tsallis_0.5,0.571428571428573,17.214591234132712,False
shannon,tsallis_1.3,9.785714285714285,17.214591234132712,False
shannon,tsallis_2.0,11.714285714285714,17.214591234132712,False
shannon,norm_tsallis_1.3,9.14285714285714,17.214591234132712,False
shannon,kumaraswamy,0.28571428571428825,17.214591234132712,False
shannon,cross_entropy,0.28571428571428825,17.214591234132712,False
shannon,kl_divergence,8.714285714285714,17.214591234132712,False
shannon,js_divergence,9.714285714285714,17.214591234132712,False
shannon,hellinger,11.214285714285714,17.214591234132712,False
shannon,energy,3.428571428571427,17.214591234132712,False
shannon,polarization_3.5,16.21428571428571,17.214591234132712,False
shannon,bregman_squared,7.2142857142857135,17.214591234132712,False
shannon,bregman_entropy,14.214285714285712,17.214591234132712,False
shannon,itc,13.928571428571427,17.214591234132712,False
shannon,itc_alpha1.3,17.57142857142857,17.214591234132712,True
shannon,itc_alpha1.7,12.785714285714285,17.214591234132712,False
shannon,shannon_polarization,12.928571428571427,17.214591234132712,False
shannon,tsallis_hellinger,10.857142857142856,17.214591234132712,False
misclassification,renyi_0.5,2.8571428571428577,17.214591234132712,False
misclassification,renyi_2.0,10.785714285714285,17.214591234132712,False
misclassification,tsallis_0.5,2.7142857142857153,17.214591234132712,False
misclassification,tsallis_1.3,7.642857142857142,17.214591234132712,False
misclassification,tsallis_2.0,9.571428571428571,17.214591234132712,False
misclassification,norm_tsallis_1.3,6.999999999999998,17.214591234132712,False
misclassification,kumaraswamy,2.4285714285714306,17.214591234132712,False
misclassification,cross_entropy,2.4285714285714306,17.214591234132712,False
misclassification,kl_divergence,6.571428571428571,17.214591234132712,False
misclassification,js_divergence,7.571428571428571,17.214591234132712,False
misclassification,hellinger,9.071428571428571,17.214591234132712,False
misclassification,energy,1.2857142857142847,17.214591234132712,False
misclassification,polarization_3.5,14.07142857142857,17.214591234132712,False
misclassification,bregman_squared,5.071428571428571,17.214591234132712,False
misclassification,bregman_entropy,12.07142857142857,17.214591234132712,False
misclassification,itc,11.785714285714285,17.214591234132712,False
misclassification,itc_alpha1.3,15.428571428571427,17.214591234132712,False
misclassification,itc_alpha1.7,10.642857142857142,17.214591234132712,False
misclassification,shannon_polarization,10.785714285714285,17.214591234132712,False
misclassification,tsallis_hellinger,8.714285714285714,17.214591234132712,False
renyi_0.5,renyi_2.0,13.642857142857142,17.214591234132712,False
renyi_0.5,tsallis_0.5,0.14285714285714235,17.214591234132712,False
renyi_0.5,tsallis_1.3,10.5,17.214591234132712,False
renyi_0.5,tsallis_2.0,12.428571428571429,17.214591234132712,False
renyi_0.5,norm_tsallis_1.3,9.857142857142856,17.214591234132712,False
renyi_0.5,kumaraswamy,0.42857142857142705,17.214591234132712,False
renyi_0.5,cross_entropy,0.42857142857142705,17.214591234132712,False
renyi_0.5,kl_divergence,9.428571428571429,17.214591234132712,False
renyi_0.5,js_divergence,10.428571428571429,17.214591234132712,False
renyi_0.5,hellinger,11.928571428571429,17.214591234132712,False
renyi_0.5,energy,4.142857142857142,17.214591234132712,False
renyi_0.5,polarization_3.5,16.928571428571427,17.214591234132712,False
renyi_0.5,bregman_squared,7.928571428571429,17.214591234132712,False
renyi_0.5,bregman_entropy,14.928571428571427,17.214591234132712,False
renyi_0.5,itc,14.642857142857142,17.214591234132712,False
renyi_0.5,itc_alpha1.3,18.285714285714285,17.214591234132712,True
renyi_0.5,itc_alpha1.7,13.5,17.214591234132712,False
renyi_0.5,shannon_polarization,13.642857142857142,17.214591234132712,False
renyi_0.5,tsallis_hellinger,11.571428571428571,17.214591234132712,False
renyi_2.0,tsallis_0.5,13.5,17.214591234132712,False
renyi_2.0,tsallis_1.3,3.1428571428571423,17.214591234132712,False
renyi_2.0,tsallis_2.0,1.2142857142857135,17.214591234132712,False
renyi_2.0,norm_tsallis_1.3,3.7857142857142865,17.214591234132712,False
renyi_2.0,kumaraswamy,13.214285714285715,17.214591234132712,False
renyi_2.0,cross_entropy,13.214285714285715,17.214591234132712,False
renyi_2.0,kl_divergence,4.2142857142857135,17.214591234132712,False
renyi_2.0,js_divergence,3.2142857142857135,17.214591234132712,False
renyi_2.0,hellinger,1.7142857142857135,17.214591234132712,False
renyi_2.0,energy,9.5,17.214591234132712,False
renyi_2.0,polarization_3.5,3.2857142857142856,17.214591234132712,False
renyi_2.0,bregman_squared,5.7142857142857135,17.214591234132712,False
renyi_2.0,bregman_entropy,1.2857142857142856,17.214591234132712,False
renyi_2.0,itc,1.0,17.214591234132712,False
renyi_2.0,itc_alpha1.3,4.642857142857142,17.214591234132712,False
renyi_2.0,itc_alpha1.7,0.14285714285714324,17.214591234132712,False
renyi_2.0,shannon_polarization,0.0,17.214591234132712,False
renyi_2.0,tsallis_hellinger,2.071428571428571,17.214591234132712,False
tsallis_0.5,tsallis_1.3,10.357142857142858,17.214591234132712,False
tsallis_0.5,tsallis_2.0,12.285714285714286,17.214591234132712,False
tsallis_0.5,norm_tsallis_1.3,9.714285714285714,17.214591234132712,False
tsallis_0.5,kumaraswamy,0.2857142857142847,17.214591234132712,False
tsallis_0.5,cross_entropy,0.2857142857142847,17.214591234132712,False
tsallis_0.5,kl_divergence,9.285714285714286,17.214591234132712,False
tsallis_0.5,js_divergence,10.285714285714286,17.214591234132712,False
tsallis_0.5,hellinger,11.785714285714286,17.214591234132712,False
tsallis_0.5,energy,4.0,17.214591234132712,False
tsallis_0.5,polarization_3.5,16.785714285714285,17.214591234132712,False
tsallis_0.5,bregman_squared,7.7857142857142865,17.214591234132712,False
tsallis_0.5,bregman_entropy,14.785714285714285,17.214591234132712,False
tsallis_0.5,itc,14.5,17.214591234132712,False
tsallis_0.5,itc_alpha1.3,18.142857142857142,17.214591234132712,True
tsallis_0.5,itc_alpha1.7,13.357142857142858,17.214591234132712,False
tsallis_0.5,shannon_polarization,13.5,17.214591234132712,False
tsallis_0.5,tsallis_hellinger,11.428571428571429,17.214591234132712,False
tsallis_1.3,tsallis_2.0,1.9285714285714288,17.214591234132712,False
tsallis_1.3,norm_tsallis_1.3,0.6428571428571441,17.214591234132712,False
tsallis_1.3,kumaraswamy,10.071428571428573,17.214591234132712,False
tsallis_1.3,cross_entropy,10.071428571428573,17.214591234132712,False
tsallis_1.3,kl_divergence,1.0714285714285712,17.214591234132712,False
tsallis_1.3,js_divergence,0.07142857142857117,17.214591234132712,False
tsallis_1.3,hellinger,1.4285714285714288,17.214591234132712,False
tsallis_1.3,energy,6.357142857142858,17.214591234132712,False
tsallis_1.3,polarization_3.5,6.428571428571428,17.214591234132712,False
tsallis_1.3,bregman_squared,2.571428571428571,17.214591234132712,False
tsallis_1.3,bregman_entropy,4.428571428571428,17.214591234132712,False
tsallis_1.3,itc,4.142857142857142,17.214591234132712,False
tsallis_1.3,itc_alpha1.3,7.785714285714285,17.214591234132712,False
tsallis_1.3,itc_alpha1.7,2.999999999999999,17.214591234132712,False
tsallis_1.3,shannon_polarization,3.1428571428571423,17.214591234132712,False
tsallis_1.3,tsallis_hellinger,1.0714285714285712,17.214591234132712,False
tsallis_2.0,norm_tsallis_1.3,2.571428571428573,17.214591234132712,False
tsallis_2.0,kumaraswamy,12.000000000000002,17.214591234132712,False
tsallis_2.0,cross_entropy,12.000000000000002,17.214591234132712,False
tsallis_2.0,kl_divergence,3.0,17.214591234132712,False
tsallis_2.0,js_divergence,2.0,17.214591234132712,False
tsallis_2.0,hellinger,0.5,17.214591234132712,False
tsallis_2.0,energy,8.285714285714286,17.214591234132712,False
tsallis_2.0,polarization_3.5,4.499999999999999,17.214591234132712,False
tsallis_2.0,bregman_squared,4.5,17.214591234132712,False
tsallis_2.0,bregman_entropy,2.499999999999999,17.214591234132712,False
tsallis_2.0,itc,2.2142857142857135,17.214591234132712,False
tsallis_2.0,itc_alpha1.3,5.857142857142856,17.214591234132712,False
tsallis_2.0,itc_alpha1.7,1.0714285714285703,17.214591234132712,False
tsallis_2.0,shannon_polarization,1.2142857142857135,17.214591234132712,False
tsallis_2.0,tsallis_hellinger,0.8571428571428577,17.214591234132712,False
norm_tsallis_1.3,kumaraswamy,9.428571428571429,17.214591234132712,False
norm_tsallis_1.3,cross_entropy,9.428571428571429,17.214591234132712,False
norm_tsallis_1.3,kl_divergence,0.42857142857142705,17.214591234132712,False
norm_tsallis_1.3,js_divergence,0.571428571428573,17.214591234132712,False
norm_tsallis_1.3,hellinger,2.071428571428573,17.214591234132712,False
norm_tsallis_1.3,energy,5.7142857142857135,17.214591234132712,False
norm_tsallis_1.3,polarization_3.5,7.071428571428572,17.214591234132712,False
norm_tsallis_1.3,bregman_squared,1.928571428571427,17.214591234132712,False
norm_tsallis_1.3,bregman_entropy,5.071428571428572,17.214591234132712,False
norm_tsallis_1.3,itc,4.7857142857142865,17.214591234132712,False
norm_tsallis_1.3,itc_alpha1.3,8.428571428571429,17.214591234132712,False
norm_tsallis_1.3,itc_alpha1.7,3.6428571428571432,17.214591234132712,False
norm_tsallis_1.3,shannon_polarization,3.7857142857142865,17.214591234132712,False
norm_tsallis_1.3,tsallis_hellinger,1.7142857142857153,17.214591234132712,False
kumaraswamy,cross_entropy,0.0,17.214591234132712,False
kumaraswamy,kl_divergence,9.000000000000002,17.214591234132712,False
kumaraswamy,js_divergence,10.000000000000002,17.214591234132712,False
kumaraswamy,hellinger,11.500000000000002,17.214591234132712,False
kumaraswamy,energy,3.7142857142857153,17.214591234132712,False
kumaraswamy,polarization_3.5,16.5,17.214591234132712,False
kumaraswamy,bregman_squared,7.500000000000002,17.214591234132712,False
kumaraswamy,bregman_entropy,14.5,17.214591234132712,False
kumaraswamy,itc,14.214285714285715,17.214591234132712,False
kumaraswamy,itc_alpha1.3,17.857142857142858,17.214591234132712,True
kumaraswamy,itc_alpha1.7,13.071428571428573,17.214591234132712,False
kumaraswamy,shannon_polarization,13.214285714285715,17.214591234132712,False
kumaraswamy,tsallis_hellinger,11.142857142857144,17.214591234132712,False
cross_entropy,kl_divergence,9.000000000000002,17.214591234132712,False
cross_entropy,js_divergence,10.000000000000002,17.214591234132712,False
cross_entropy,hellinger,11.500000000000002,17.214591234132712,False
cross_entropy,energy,3.7142857142857153,17.214591234132712,False
cross_entropy,polarization_3.5,16.5,17.214591234132712,False
cross_entropy,bregman_squared,7.500000000000002,17.214591234132712,False
cross_entropy,bregman_entropy,14.5,17.214591234132712,False
cross_entropy,itc,14.214285714285715,17.214591234132712,False
cross_entropy,itc_alpha1.3,17.857142857142858,17.214591234132712,True
cross_entropy,itc_alpha1.7,13.071428571428573,17.214591234132712,False
cross_entropy,shannon_polarization,13.214285714285715,17.214591234132712,False
cross_entropy,tsallis_hellinger,11.142857142857144,17.214591234132712,False
kl_divergence,js_divergence,1.0,17.214591234132712,False
kl_divergence,hellinger,2.5,17.214591234132712,False
kl_divergence,energy,5.2857142857142865,17.214591234132712,False
kl_divergence,polarization_3.5,7.499999999999999,17.214591234132712,False
kl_divergence,bregman_squared,1.5,17.214591234132712,False
kl_divergence,bregman_entropy,5.499999999999999,17.214591234132712,False
kl_divergence,itc,5.2142857142857135,17.214591234132712,False
kl_divergence,itc_alpha1.3,8.857142857142856,17.214591234132712,False
kl_divergence,itc_alpha1.7,4.07142857142857,17.214591234132712,False
kl_divergence,shannon_polarization,4.2142857142857135,17.214591234132712,False
kl_divergence,tsallis_hellinger,2.1428571428571423,17.214591234132712,False
js_divergence,hellinger,1.5,17.214591234132712,False
js_divergence,energy,6.2857142857142865,17.214591234132712,False
js_divergence,polarization_3.5,6.499999999999999,17.214591234132712,False
js_divergence,bregman_squared,2.5,17.214591234132712,False
js_divergence,bregman_entropy,4.499999999999999,17.214591234132712,False
js_divergence,itc,4.2142857142857135,17.214591234132712,False
js_divergence,itc_alpha1.3,7.857142857142856,17.214591234132712,False
js_divergence,itc_alpha1.7,3.0714285714285703,17.214591234132712,False
js_divergence,shannon_polarization,3.2142857142857135,17.214591234132712,False
js_divergence,tsallis_hellinger,1.1428571428571423,17.214591234132712,False
hellinger,energy,7.7857142857142865,17.214591234132712,False
hellinger,polarization_3.5,4.999999999999999,17.214591234132712,False
hellinger,bregman_squared,4.0,17.214591234132712,False
hellinger,bregman_entropy,2.999999999999999,17.214591234132712,False
hellinger,itc,2.7142857142857135,17.214591234132712,False
hellinger,itc_alpha1.3,6.357142857142856,17.214591234132712,False
hellinger,itc_alpha1.7,1.5714285714285703,17.214591234132712,False
hellinger,shannon_polarization,1.7142857142857135,17.214591234132712,False
hellinger,tsallis_hellinger,0.35714285714285765,17.214591234132712,False
energy,polarization_3.5,12.785714285714285,17.214591234132712,False
energy,bregman_squared,3.7857142857142865,17.214591234132712,False
energy,bregman_entropy,10.785714285714285,17.214591234132712,False
energy,itc,10.5,17.214591234132712,False
energy,itc_alpha1.3,14.142857142857142,17.214591234132712,False
energy,itc_alpha1.7,9.357142857142858,17.214591234132712,False
energy,shannon_polarization,9.5,17.214591234132712,False
energy,tsallis_hellinger,7.428571428571429,17.214591234132712,False
polarization_3.5,bregman_squared,9.0,17.214591234132712,False
polarization_3.5,bregman_entropy,2.0,17.214591234132712,False
polarization_3.5,itc,2.2857142857142856,17.214591234132712,False
polarization_3.5,itc_alpha1.3,1.3571428571428572,17.214591234132712,False
polarization_3.5,itc_alpha1.7,3.428571428571429,17.214591234132712,False
polarization_3.5,shannon_polarization,3.2857142857142856,17.214591234132712,False
polarization_3.5,tsallis_hellinger,5.357142857142857,17.214591234132712,False
bregman_squared,bregman_entropy,6.999999999999999,17.214591234132712,False
bregman_squared,itc,6.7142857142857135,17.214591234132712,False
bregman_squared,itc_alpha1.3,10.357142857142856,17.214591234132712,False
bregman_squared,itc_alpha1.7,5.57142857142857,17.214591234132712,False
bregman_squared,shannon_polarization,5.7142857142857135,17.214591234132712,False
bregman_squared,tsallis_hellinger,3.6428571428571423,17.214591234132712,False
bregman_entropy,itc,0.2857142857142856,17.214591234132712,False
bregman_entropy,itc_alpha1.3,3.357142857142857,17.214591234132712,False
bregman_entropy,itc_alpha1.7,1.4285714285714288,17.214591234132712,False
bregman_entropy,shannon_polarization,1.2857142857142856,17.214591234132712,False
bregman_entropy,tsallis_hellinger,3.3571428571428568,17.214591234132712,False
itc,itc_alpha1.3,3.642857142857143,17.214591234132712,False
itc,itc_alpha1.7,1.1428571428571432,17.214591234132712,False
itc,shannon_polarization,1.0,17.214591234132712,False
itc,tsallis_hellinger,3.071428571428571,17.214591234132712,False
itc_alpha1.3,itc_alpha1.7,4.7857142857142865,17.214591234132712,False
itc_alpha1.3,shannon_polarization,4.642857142857142,17.214591234132712,False
itc_alpha1.3,tsallis_hellinger,6.7142857142857135,17.214591234132712,False
itc_alpha1.7,shannon_polarization,0.14285714285714324,17.214591234132712,False
itc_alpha1.7,tsallis_hellinger,1.928571428571428,17.214591234132712,False
shannon_polarization,tsallis_hellinger,2.071428571428571,17.214591234132712,False
